Iteration	bicycle	car	freight	pt	ride	walk	zoomer
0	0.17521459523612376	0.3040269382572935	0.0014793960972647733	0.21094642709282108	0.09398029311915211	0.2143523501973448	0.0
1	0.1751980348320499	0.3012392702381938	0.0014793960972647733	0.20731969860064586	0.09398029311915211	0.21563854158041457	0.005144765532278987
2	0.17477298446082085	0.3008307802710386	0.0014793960972647733	0.20431122519389472	0.09398029311915211	0.21442963208302282	0.010195688774806106
3	0.17420441058761835	0.29959427010019046	0.0014793960972647733	0.2026551847865088	0.09398029311915211	0.2135740112058734	0.014512434103392122
4	0.17420441058761835	0.2991581794595788	0.0014793960972647733	0.20023184565703403	0.09398029311915211	0.21275703127156304	0.01818884380778891
5	0.17348679307775108	0.2988987331290883	0.0014793960972647733	0.19994479865308715	0.09398029311915211	0.21098506803566008	0.021224917887996467
6	0.17370207833071127	0.29744141757058873	0.0014793960972647733	0.199133338853468	0.09398029311915211	0.2100411250034501	0.02422235102536502
7	0.1732328668819519	0.297253732991085	0.0014793960972647733	0.19862548646186967	0.09398029311915211	0.20951671220777787	0.025911512240898677
8	0.1727470950291187	0.29677900140763436	0.0014793960972647733	0.19766498302558583	0.09398029311915211	0.20945047059148242	0.027898760729761805
9	0.17250420910270212	0.29552041069802104	0.0014793960972647733	0.1974717783113908	0.09398029311915211	0.2078661919350832	0.03117772073638597
10	0.17179763186221744	0.29553145096740363	0.0014793960972647733	0.19623526814054262	0.09398029311915211	0.20835748392260772	0.03261847589081174
11	0.17284645745356186	0.29481383345753637	0.0014793960972647733	0.19550109022660153	0.09398029311915211	0.2071761750986724	0.03420275454721095
12	0.17163202782147885	0.2956142529877729	0.0014793960972647733	0.19470619083105628	0.09398029311915211	0.2064475173194226	0.0361403218238525
13	0.17202947751925146	0.2940962159476691	0.0014793960972647733	0.194777952582043	0.09398029311915211	0.2060445474869587	0.037592117247660845
14	0.17156026607049213	0.2938091689437222	0.0014793960972647733	0.19425905992106207	0.09398029311915211	0.20581822196461594	0.03909359388369076
15	0.17052800088322156	0.29384780988656123	0.0014793960972647733	0.19349728133366453	0.09398029311915211	0.20569677900140765	0.04097043967872816
16	0.17101929287074605	0.2936877259805139	0.0014793960972647733	0.19308327123181807	0.09398029311915211	0.2048908393364798	0.041859181364025284
17	0.17084264856062487	0.2938974910987828	0.0014793960972647733	0.1933592779663824	0.09398029311915211	0.204239463442908	0.042201429714885046
18	0.17082056802185974	0.29379812867433963	0.0014793960972647733	0.19229941210565538	0.09398029311915211	0.20361568822279263	0.04400651375893572
19	0.17094201098506803	0.29279346416052554	0.0014793960972647733	0.19308327123181807	0.09398029311915211	0.2033396814882283	0.0443818829179432
20	0.17131738014407552	0.2906682123043802	0.0014793960972647733	0.19306119069305291	0.09398029311915211	0.2037150506472358	0.045778476994838675
21	0.17061080290359085	0.2918274405895504	0.0014793960972647733	0.19262510005244127	0.09398029311915211	0.20319063785156358	0.04628632938643703
22	0.17039551765063068	0.2920979271894234	0.0014793960972647733	0.19167563688554	0.09398029311915211	0.20282630896193868	0.047544920096050346
23	0.17131186000938423	0.29050260826364166	0.0014793960972647733	0.19137202947751925	0.09398029311915211	0.20352736606773206	0.047826446965305955
24	0.17086472909939002	0.2917391184344898	0.0014793960972647733	0.19058817035135658	0.09398029311915211	0.20297535259860341	0.04837294029974332
25	0.17019127266705308	0.29090557809610557	0.0014793960972647733	0.19125610664900222	0.09398029311915211	0.20321271839032873	0.048974634981093536
26	0.17084816869531616	0.28992299412105654	0.0014793960972647733	0.19152659324887528	0.09398029311915211	0.2030195136761337	0.04922304104220143
27	0.17068808478926886	0.2899395545251304	0.0014793960972647733	0.19137754961221054	0.09398029311915211	0.2019596478154067	0.050575474041566613
28	0.1711628163727195	0.2894427424029146	0.0014793960972647733	0.19197924429356075	0.09398029311915211	0.20200380889293698	0.04995169882145124
29	0.17194667549888218	0.28756589660787724	0.0014793960972647733	0.19245949601170267	0.09398029311915211	0.20226877535811874	0.05029946730700229
30	0.1720129171151776	0.2878529436118241	0.0014793960972647733	0.19178603957936574	0.09398029311915211	0.20231293643564904	0.050575474041566613
31	0.17151058485827053	0.28719052744886975	0.0014793960972647733	0.19182468052220475	0.09398029311915211	0.20341696337390633	0.05059755458033176
32	0.17116833650741078	0.28633490657172034	0.0014793960972647733	0.192580938974911	0.09398029311915211	0.20295327205983826	0.05150285666970274
33	0.17052800088322156	0.2861969032044382	0.0014793960972647733	0.19262510005244127	0.09398029311915211	0.20336176202699346	0.05182854461648864
34	0.17089232977284646	0.2854130440782755	0.0014793960972647733	0.1925367778973807	0.09398029311915211	0.20338936270044988	0.052308796334630564
35	0.17072672573210787	0.2855289669067925	0.0014793960972647733	0.19297286853799234	0.09398029311915211	0.20315199690872457	0.05215975269796583
36	0.17260909166183655	0.284728547376556	0.0014793960972647733	0.19253125776268942	0.09398029311915211	0.2025337418233005	0.05213767215920068
37	0.17251524937208468	0.2854848058292622	0.0014793960972647733	0.19223869062405122	0.09398029311915211	0.20213629212552786	0.052165272832657116
38	0.1712014573155585	0.28646186966961995	0.0014793960972647733	0.1924484557423201	0.09398029311915211	0.20250062101515276	0.0519279070409318
39	0.170710165328034	0.28641218845739835	0.0014793960972647733	0.19284590544009275	0.09398029311915211	0.20317959758218102	0.05139245397587701
40	0.1707543264055643	0.28518671855593275	0.0014793960972647733	0.1937898484723027	0.09398029311915211	0.2026883055946565	0.05212111175512683
41	0.17190803455604317	0.2845298225276697	0.0014793960972647733	0.19328199608070437	0.09398029311915211	0.20177196323590296	0.05304849438326295
42	0.17015815185890537	0.28413237282989706	0.0014793960972647733	0.19381744914575916	0.09398029311915211	0.20251718141922662	0.05391515552979493
43	0.16988766525903232	0.2838011647484199	0.0014793960972647733	0.19489387541056002	0.09398029311915211	0.20242885926416604	0.05352874610140487
44	0.17061080290359085	0.28330987276089536	0.0014793960972647733	0.19430874113328364	0.09398029311915211	0.2025282216886092	0.05378267229720405
45	0.1706273633076647	0.2832105103364522	0.0014793960972647733	0.19476139217796914	0.09398029311915211	0.20263310424774364	0.053307940713753416
46	0.17064944384642985	0.28284066131213603	0.0014793960972647733	0.19428114045982722	0.09398029311915211	0.20282630896193868	0.05394275620325136
